,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution
2104,FP_new,Mutaz_Kabair,birthDate,1980-01-15,,"Mutaz Kabair or alternatively Motaz Kabier (born 15 January 1980 in Khartoum) is a Sudanese football player currently playing for Jazzerat Al Feel in the Sudan Premier League. Kabair started his career in Shendi in the 3rd Infantry Division known as the 10th district of Ishlaq Alqiyada, where the mother of the armed forces of the people and grew up in the fields of the leadership district and played the youth links with the Nile Valley team Bashandi (1) Previous season (1992-1993).",TRUE,TRUE,,
2106,FN,Nettie_Stevens,birthName,,Nettie Maria Stevens,"Nettie Maria Stevens (July 7, 1861 – May 4, 1912) was an American geneticist who discovered sex chromosomes. In 1905, soon after the rediscovery of Mendel's paper on genetics in 1900, she observed that male mealworms produced two kinds of sperm, one with a large chromosome and one with a small chromosome. When the sperm with the large chromosome fertilized eggs, they produced female offspring, and when the sperm with the small chromosome fertilized eggs, they produced male offspring. The pair of sex chromosomes that she studied later became known as the X and Y chromosomes.",TRUE,TRUE,,
26,FP_new,Nicholas_Biwott,birthDate,1940-07-11,,"Nicholas Kipyator Kiprono arap Biwott (1940 – 11 July 2017) was a Kenyan businessman, politician and philanthropist. Biwott served as a civil servant, Member of Parliament and government minister, during which time he held eight senior ministerial positions during the presidency of Daniel arap Moi.",FALSE,FALSE,AC,
32,FP_different,Nicholas_Biwott,birthName,Nicholas Kiprono arap Biwott,Kiprono,"Nicholas Kipyator Kiprono arap Biwott (1940 – 11 July 2017) was a Kenyan businessman, politician and philanthropist. Biwott served as a civil servant, Member of Parliament and government minister, during which time he held eight senior ministerial positions during the presidency of Daniel arap Moi.",FALSE,FALSE,ICE,
729,FP_different,Nicholas_Biwott,birthName,Nicholas Kipyator Kiprono arap Biwott,Kiprono,"Nicholas Kipyator Kiprono arap Biwott (1940 – 11 July 2017) was a Kenyan businessman, politician and philanthropist. Biwott served as a civil servant, Member of Parliament and government minister, during which time he held eight senior ministerial positions during the presidency of Daniel arap Moi.",TRUE,TRUE,,
208,FN,Nicholas_Biwott,birthName,,Kiprono,"Nicholas Kipyator Kiprono arap Biwott (1940 – 11 July 2017) was a Kenyan businessman, politician and philanthropist. Biwott served as a civil servant, Member of Parliament and government minister, during which time he held eight senior ministerial positions during the presidency of Daniel arap Moi.",TRUE,FALSE,ICE,
207,FP_new,Nicholas_Biwott,deathDate,2017-07-11,,"Nicholas Kipyator Kiprono arap Biwott (1940 – 11 July 2017) was a Kenyan businessman, politician and philanthropist. Biwott served as a civil servant, Member of Parliament and government minister, during which time he held eight senior ministerial positions during the presidency of Daniel arap Moi.",TRUE,TRUE,,
496,FP_new,Nikol%C3%A1s_S%C3%A1nchez_Izquierdo,birthDate,1999-03-17,,Nikolás Sánchez Izquierdo (born 17 March 1999) is a Spanish tennis player. Sánchez Izquierdo has a career high ATP singles ranking of 298 achieved on 7 June 2022 and a career high ATP doubles ranking of 562 achieved on 29 November 2021.,TRUE,TRUE,,
747,FP_new,Nils_Brahe,birthDate,1604-10-14,,"Count Nils Brahe (14 October 1604 – 21 November 1632) was a Swedish soldier and younger brother of Per Brahe and Margareta Brahe. He served with distinction under King Gustavus Adolphus, who regarded him as the best general in the Swedish army after Lennart Torstenson.",TRUE,TRUE,,
209,FP_new,Nils_Brahe,birthYear,1604,,"Count Nils Brahe (14 October 1604 – 21 November 1632) was a Swedish soldier and younger brother of Per Brahe and Margareta Brahe. He served with distinction under King Gustavus Adolphus, who regarded him as the best general in the Swedish army after Lennart Torstenson.",TRUE,TRUE,,
48,FP_new,Nils_Brahe,deathDate,1632-11-21,,"Count Nils Brahe (14 October 1604 – 21 November 1632) was a Swedish soldier and younger brother of Per Brahe and Margareta Brahe. He served with distinction under King Gustavus Adolphus, who regarded him as the best general in the Swedish army after Lennart Torstenson.",TRUE,TRUE,,
73,FP_new,Nils_Brahe,deathYear,1632,,"Count Nils Brahe (14 October 1604 – 21 November 1632) was a Swedish soldier and younger brother of Per Brahe and Margareta Brahe. He served with distinction under King Gustavus Adolphus, who regarded him as the best general in the Swedish army after Lennart Torstenson.",TRUE,TRUE,,
75,FP_new,Nina_Etkin,birthName,Nina Lilian Etkin,,"Nina Lilian Etkin (June 13, 1948 – January 26, 2009) was an anthropologist and biologist. Etkin was noted for her work in medical anthropology, ethnobiology, and ethnopharmacology. She studied the relation between food and health for over thirty years. Her work involved complementary and alternative medicines for prevention and treatment in Hawai‘i; the use of ethnomedicines in Indonesia; and health issues in Nigeria. She won numerous grants and awards from national and international agencies and published several books as well as over 80 professional articles in peer reviewed journals.",TRUE,TRUE,,
74,FP_new,Noa_Raviv,birthYear,1987,,"Noa Raviv (born 1987) is an Israeli fashion designer known for her use of grid patterns and employment of 3D printing in her work. She attended Shenkar College of Engineering and Design, graduating in 2014. She collaborated with the tech printing firm Stratasys on two pieces which were exhibited in 2016 in the exhibition Manus X Machina at the Anna Wintour Costume Center in New York City at the Metropolitan Museum of Art. Raviv's work has been as described as manifesting the aesthetic phenomenon of hypertexture.",TRUE,TRUE,,
76,FP_new,Onursal_Uraz,birthYear,1944,,Onursal Uraz (born 1944) is a Turkish footballer. He played in four matches for the Turkey national football team from 1965 to 1966.,TRUE,TRUE,,
118,FN,Orn-anong_Panyawong,birthDate,,1972-12-27,"Orn-anong (Thai: อรอนงค์ จิตรสุททร), nicknamed Orn (Thai: อร) (born December 27, 1972 in Chiang Mai, Thailand) is Miss Thailand 1992. She competed in Miss Universe 1992 pageant competition held in Thailand.",TRUE,TRUE,,
42,FN,Orn-anong_Panyawong,birthName,,Orn-anong,"Orn-anong (Thai: อรอนงค์ จิตรสุททร), nicknamed Orn (Thai: อร) (born December 27, 1972 in Chiang Mai, Thailand) is Miss Thailand 1992. She competed in Miss Universe 1992 pageant competition held in Thailand.",TRUE,TRUE,,
134,FN,Orn-anong_Panyawong,birthYear,,1972,"Orn-anong (Thai: อรอนงค์ จิตรสุททร), nicknamed Orn (Thai: อร) (born December 27, 1972 in Chiang Mai, Thailand) is Miss Thailand 1992. She competed in Miss Universe 1992 pageant competition held in Thailand.",TRUE,TRUE,,
320,FP_new,Orn-anong_Panyawong,label,Orn-anong,,"Orn-anong (Thai: อรอนงค์ จิตรสุททร), nicknamed Orn (Thai: อร) (born December 27, 1972 in Chiang Mai, Thailand) is Miss Thailand 1992. She competed in Miss Universe 1992 pageant competition held in Thailand.",TRUE,FALSE,ICE,
54,FP_new,Otto_Sydow,birthDate,1896-02-01,,Otto Sydow (1 February 1896 – 24 June 1970) was a highly decorated Generalmajor in the Luftwaffe during World War II. He was also a recipient of the Knight's Cross of the Iron Cross. The Knight's Cross of the Iron Cross was awarded to recognise extreme battlefield bravery or successful military leadership. Otto Sydow was captured by Soviet troops in May 1945 and was held until October 1955.,TRUE,TRUE,,
321,FP_new,Otto_Sydow,birthYear,1896,,Otto Sydow (1 February 1896 – 24 June 1970) was a highly decorated Generalmajor in the Luftwaffe during World War II. He was also a recipient of the Knight's Cross of the Iron Cross. The Knight's Cross of the Iron Cross was awarded to recognise extreme battlefield bravery or successful military leadership. Otto Sydow was captured by Soviet troops in May 1945 and was held until October 1955.,TRUE,TRUE,,
53,FP_new,Otto_Sydow,deathDate,1970-06-24,,Otto Sydow (1 February 1896 – 24 June 1970) was a highly decorated Generalmajor in the Luftwaffe during World War II. He was also a recipient of the Knight's Cross of the Iron Cross. The Knight's Cross of the Iron Cross was awarded to recognise extreme battlefield bravery or successful military leadership. Otto Sydow was captured by Soviet troops in May 1945 and was held until October 1955.,TRUE,TRUE,,
142,FP_new,Otto_Sydow,deathYear,1970,,Otto Sydow (1 February 1896 – 24 June 1970) was a highly decorated Generalmajor in the Luftwaffe during World War II. He was also a recipient of the Knight's Cross of the Iron Cross. The Knight's Cross of the Iron Cross was awarded to recognise extreme battlefield bravery or successful military leadership. Otto Sydow was captured by Soviet troops in May 1945 and was held until October 1955.,TRUE,TRUE,,
144,FN,P%2E_K%2E_Rajagopalan,alias,,Pylore Krishnaier Rajagopalan,"Pylore Krishnaier Rajagopalan is an Indian vector control scientist, biologist and acarologist, known for his pioneering contributions to the control programmes against vector-borne diseases in India. He is a former director of the Indian Council of Medical Research managed Vector Control Research Centre, Pondicherry. He graduated in 1949 from the Banaras Hindu University and obtained a Masters in Zoology with University First Rank there itself in 1951. In 1952 he joined the fledgling Virus Research Centre in Pune, and worked under the supervision of some of the finest vector control specialists such as Dr T Ramachandra Rao. In recognition of his outstanding work as a young research scientist, in 1957 he was awarded a Fellowship by the Rockefeller Foundation to pursue a Master's program in",TRUE,FALSE,ID,
143,FP_new,P%2E_K%2E_Rajagopalan,birthYear,1949,,"Pylore Krishnaier Rajagopalan is an Indian vector control scientist, biologist and acarologist, known for his pioneering contributions to the control programmes against vector-borne diseases in India. He is a former director of the Indian Council of Medical Research managed Vector Control Research Centre, Pondicherry. He graduated in 1949 from the Banaras Hindu University and obtained a Masters in Zoology with University First Rank there itself in 1951. In 1952 he joined the fledgling Virus Research Centre in Pune, and worked under the supervision of some of the finest vector control specialists such as Dr T Ramachandra Rao. In recognition of his outstanding work as a young research scientist, in 1957 he was awarded a Fellowship by the Rockefeller Foundation to pursue a Master's program in",TRUE,FALSE,WV,
145,FP_new,P%2E_K%2E_Rajagopalan,birthYear,1952,,"Pylore Krishnaier Rajagopalan is an Indian vector control scientist, biologist and acarologist, known for his pioneering contributions to the control programmes against vector-borne diseases in India. He is a former director of the Indian Council of Medical Research managed Vector Control Research Centre, Pondicherry. He graduated in 1949 from the Banaras Hindu University and obtained a Masters in Zoology with University First Rank there itself in 1951. In 1952 he joined the fledgling Virus Research Centre in Pune, and worked under the supervision of some of the finest vector control specialists such as Dr T Ramachandra Rao. In recognition of his outstanding work as a young research scientist, in 1957 he was awarded a Fellowship by the Rockefeller Foundation to pursue a Master's program in",TRUE,FALSE,WV,
141,FP_new,P%2E_K%2E_Rajagopalan,label,Pylore Krishnaier Rajagopalan,,"Pylore Krishnaier Rajagopalan is an Indian vector control scientist, biologist and acarologist, known for his pioneering contributions to the control programmes against vector-borne diseases in India. He is a former director of the Indian Council of Medical Research managed Vector Control Research Centre, Pondicherry. He graduated in 1949 from the Banaras Hindu University and obtained a Masters in Zoology with University First Rank there itself in 1951. In 1952 he joined the fledgling Virus Research Centre in Pune, and worked under the supervision of some of the finest vector control specialists such as Dr T Ramachandra Rao. In recognition of his outstanding work as a young research scientist, in 1957 he was awarded a Fellowship by the Rockefeller Foundation to pursue a Master's program in",TRUE,FALSE,LCE,
1736,FN,Paola_Gianturco,birthYear,,1939,Paola Gianturco (born 1939) is an American photojournalist and former business executive. Her photojournalistic work has focused on women around the world who have overcome difficult issues.,TRUE,TRUE,,
