,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution,
1109,FP_new,Lawrence_Hazard,birthName,Lawrence Hazard,,"Lawrence Hazard (May 12, 1897 – April 1, 1959) was an American playwright and screenwriter active between 1933 and 1958. His career was cut short when he died at age 61 in 1959. His films include Man's Castle (1933) directed by Frank Borzage and starring Spencer Tracy and Loretta Young; Mannequin (1937) directed by Borzage and starring Joan Crawford and Spencer Tracy; Strange Cargo (1940) directed by Borzage and starring Clark Gable and Joan Crawford; The Spoilers (1942) starring Marlene Dietrich and John Wayne; Jackass Mail (1942) starring Wallace Beery; Dakota (1945) starring John Wayne and Walter Brennan, and numerous other films as well as scripts for television anthologies in the 1950s.",TRUE,TRUE,,,
446,FP_new,Lawrence_Hazard,birthYear,1897,,"Lawrence Hazard (May 12, 1897 – April 1, 1959) was an American playwright and screenwriter active between 1933 and 1958. His career was cut short when he died at age 61 in 1959. His films include Man's Castle (1933) directed by Frank Borzage and starring Spencer Tracy and Loretta Young; Mannequin (1937) directed by Borzage and starring Joan Crawford and Spencer Tracy; Strange Cargo (1940) directed by Borzage and starring Clark Gable and Joan Crawford; The Spoilers (1942) starring Marlene Dietrich and John Wayne; Jackass Mail (1942) starring Wallace Beery; Dakota (1945) starring John Wayne and Walter Brennan, and numerous other films as well as scripts for television anthologies in the 1950s.",TRUE,TRUE,,,
445,FP_new,Lawrence_Hazard,deathDate,1959-04-01,,"Lawrence Hazard (May 12, 1897 – April 1, 1959) was an American playwright and screenwriter active between 1933 and 1958. His career was cut short when he died at age 61 in 1959. His films include Man's Castle (1933) directed by Frank Borzage and starring Spencer Tracy and Loretta Young; Mannequin (1937) directed by Borzage and starring Joan Crawford and Spencer Tracy; Strange Cargo (1940) directed by Borzage and starring Clark Gable and Joan Crawford; The Spoilers (1942) starring Marlene Dietrich and John Wayne; Jackass Mail (1942) starring Wallace Beery; Dakota (1945) starring John Wayne and Walter Brennan, and numerous other films as well as scripts for television anthologies in the 1950s.",TRUE,TRUE,,,
447,FP_new,Lawrence_Hazard,deathYear,1959,,"Lawrence Hazard (May 12, 1897 – April 1, 1959) was an American playwright and screenwriter active between 1933 and 1958. His career was cut short when he died at age 61 in 1959. His films include Man's Castle (1933) directed by Frank Borzage and starring Spencer Tracy and Loretta Young; Mannequin (1937) directed by Borzage and starring Joan Crawford and Spencer Tracy; Strange Cargo (1940) directed by Borzage and starring Clark Gable and Joan Crawford; The Spoilers (1942) starring Marlene Dietrich and John Wayne; Jackass Mail (1942) starring Wallace Beery; Dakota (1945) starring John Wayne and Walter Brennan, and numerous other films as well as scripts for television anthologies in the 1950s.",TRUE,TRUE,,,
40,FP_new,Laylow,alias,Jeremy Larroux,,"Jeremy Larroux (born 1993), better known as Laylow is a French rapper from Toulouse. In 2018, Laylow released the EPs.RAW and RAW-Z. His debut album, Trinity, featuring collaborations with Lomepal, S.Pri Noir,, Wit. and Alpha Wann, was released on 28 February 2020. The album reached number 3 in the French Albums Charts. The follow up L'étrange histoire de Mr. Anderson peaked at number 1 with collaborations with Damso, Nekfeu, Hamza, Alpha Wann and Slowthai.",TRUE,FALSE,WV,,
41,FP_new,Laylow,birthYear,1993,,"Jeremy Larroux (born 1993), better known as Laylow is a French rapper from Toulouse. In 2018, Laylow released the EPs.RAW and RAW-Z. His debut album, Trinity, featuring collaborations with Lomepal, S.Pri Noir,, Wit. and Alpha Wann, was released on 28 February 2020. The album reached number 3 in the French Albums Charts. The follow up L'étrange histoire de Mr. Anderson peaked at number 1 with collaborations with Damso, Nekfeu, Hamza, Alpha Wann and Slowthai.",TRUE,TRUE,,,
424,FP_different,Len%C3%ADlson_Batista,label,Lenilson Batista de Jesús,Lenílson Batista,"Lenilson Batista de Jesús (born May 1, 1981 in Salvador), also known as Lenilson Batista de Souza, Lenilson Batista, or simply Lenílson, is a Brazilian left midfielder.",TRUE,FALSE,LCE,,
3225,FP_different,Len%C3%ADlson_Batista,label,Lenilson Batista,Lenílson Batista,"Lenilson Batista de Jesús (born May 1, 1981 in Salvador), also known as Lenilson Batista de Souza, Lenilson Batista, or simply Lenílson, is a Brazilian left midfielder.",TRUE,FALSE,TMI,,
416,FN,Leo_Heinrich_Skrbensky,birthName,,Czech Lev Jindřich Skrbenský,"Leo Heinrich Skrbensky (also birth name: Leo-Heinrich Skrbensky, Czech Lev Jindřich Skrbenský, born 23 April 1905 in Aussig; date of death unknown) was a Czechoslovak freethinker, editor and non-fiction author of the 20th century.",TRUE,TRUE,,,
1075,FP_different,Leo_Heinrich_Skrbensky,birthName,Leo Heinrich Skrbensky,Czech Lev Jindřich Skrbenský,"Leo Heinrich Skrbensky (also birth name: Leo-Heinrich Skrbensky, Czech Lev Jindřich Skrbenský, born 23 April 1905 in Aussig; date of death unknown) was a Czechoslovak freethinker, editor and non-fiction author of the 20th century.",TRUE,TRUE,,,
2165,FN,Leo_Heinrich_Skrbensky,label,,Leo Heinrich Skrbensky,"Leo Heinrich Skrbensky (also birth name: Leo-Heinrich Skrbensky, Czech Lev Jindřich Skrbenský, born 23 April 1905 in Aussig; date of death unknown) was a Czechoslovak freethinker, editor and non-fiction author of the 20th century.",TRUE,TRUE,,,
1960,FN,Leo_Postman,birthName,,Leo Joseph Postman,"Leo Joseph Postman (June 7, 1918 – April 22, 2004) was a Russian-born American psychologist known for his research on human memory.",TRUE,TRUE,,,
158,FP_new,Leo_Postman,deathDate,2004-04-22,,"Leo Joseph Postman (June 7, 1918 – April 22, 2004) was a Russian-born American psychologist known for his research on human memory.",TRUE,TRUE,,,
159,FP_new,Leo_Postman,deathYear,2004,,"Leo Joseph Postman (June 7, 1918 – April 22, 2004) was a Russian-born American psychologist known for his research on human memory.",TRUE,TRUE,,,
254,FN,Leonard_Fraser,alias,,The Rockhampton Rapist,"Leonard John Fraser (27 June 1951 – 1 January 2007), also known as The Rockhampton Rapist, was an Australian convicted serial killer.",TRUE,TRUE,,,
255,FP_new,Leonard_Fraser,birthName,Leonard John Fraser,,"Leonard John Fraser (27 June 1951 – 1 January 2007), also known as The Rockhampton Rapist, was an Australian convicted serial killer.",TRUE,TRUE,,,
48,FP_new,Leopold_Plotek,birthYear,1948,,"Leopold Plotek (born 1948), combines abstraction and figuration in large format paintings which take as their starting point his memories, his experience of architecture, objects and art (he mentions Picabia, Cubism and other sources as important), as well as his readings in art, history (often Soviet), and poetry of all periods. His references are elliptically treated however, as he develops ways of painting them according to his own recipe which varies, picture to picture. In this singular pictorial dynamic, each painting is basically a conception on its own, though a series of sorts can exist. As a result, certain of Plotek’s paintings prefigure the practice of many contemporary abstract painters and can be viewed, like them, as extending the range of abstraction.",TRUE,TRUE,,,
419,FP_new,Leslie_Gossage,birthDate,1891-02-03,,"Air Marshal Sir Ernest Leslie Gossage, KCB, CVO, DSO, MC (3 February 1891 – 8 July 1949) was an officer of the British Army and then of the Royal Air Force. He served as Air Officer Commanding-in-Chief at RAF Balloon Command from 1940 to 1944.",TRUE,TRUE,,,
418,FP_new,Leslie_Gossage,birthName,Ernest Leslie Gossage,,"Air Marshal Sir Ernest Leslie Gossage, KCB, CVO, DSO, MC (3 February 1891 – 8 July 1949) was an officer of the British Army and then of the Royal Air Force. He served as Air Officer Commanding-in-Chief at RAF Balloon Command from 1940 to 1944.",TRUE,TRUE,,,
421,FP_new,Leslie_Gossage,birthYear,1891,,"Air Marshal Sir Ernest Leslie Gossage, KCB, CVO, DSO, MC (3 February 1891 – 8 July 1949) was an officer of the British Army and then of the Royal Air Force. He served as Air Officer Commanding-in-Chief at RAF Balloon Command from 1940 to 1944.",TRUE,TRUE,,,
420,FP_new,Leslie_Gossage,deathDate,1949-07-08,,"Air Marshal Sir Ernest Leslie Gossage, KCB, CVO, DSO, MC (3 February 1891 – 8 July 1949) was an officer of the British Army and then of the Royal Air Force. He served as Air Officer Commanding-in-Chief at RAF Balloon Command from 1940 to 1944.",TRUE,TRUE,,,
422,FP_new,Leslie_Gossage,deathYear,1949,,"Air Marshal Sir Ernest Leslie Gossage, KCB, CVO, DSO, MC (3 February 1891 – 8 July 1949) was an officer of the British Army and then of the Royal Air Force. He served as Air Officer Commanding-in-Chief at RAF Balloon Command from 1940 to 1944.",TRUE,TRUE,,,
417,FN,Leslie_Gossage,label,,Leslie Gossage,"Air Marshal Sir Ernest Leslie Gossage, KCB, CVO, DSO, MC (3 February 1891 – 8 July 1949) was an officer of the British Army and then of the Royal Air Force. He served as Air Officer Commanding-in-Chief at RAF Balloon Command from 1940 to 1944.",TRUE,TRUE,,,
18,FP_new,Lincoln_Loy_McCandless,label,Lincoln Loy McCandless,,"Lincoln ""Link"" Loy McCandless (September 18, 1859 – October 5, 1940) was a United States cattle rancher, industrialist and politician for the Territory of Hawaii. McCandless served in the United States Congress as a territorial delegate. A former member of the Hawaii Republican Party, McCandless was one of the earliest leaders of the Hawaii Democratic Party.",TRUE,TRUE,,,
1313,FP_new,Lincoln_Loy_McCandless,label,Loy McCandless,,"Lincoln ""Link"" Loy McCandless (September 18, 1859 – October 5, 1940) was a United States cattle rancher, industrialist and politician for the Territory of Hawaii. McCandless served in the United States Congress as a territorial delegate. A former member of the Hawaii Republican Party, McCandless was one of the earliest leaders of the Hawaii Democratic Party.",TRUE,FALSE,ICE,,
1842,FP_new,Lincoln_Loy_McCandless,label,Lincoln McCandless,,"Lincoln ""Link"" Loy McCandless (September 18, 1859 – October 5, 1940) was a United States cattle rancher, industrialist and politician for the Territory of Hawaii. McCandless served in the United States Congress as a territorial delegate. A former member of the Hawaii Republican Party, McCandless was one of the earliest leaders of the Hawaii Democratic Party.",TRUE,FALSE,ICE,,
2362,FP_new,Lincoln_Loy_McCandless,label,Lincoln,,"Lincoln ""Link"" Loy McCandless (September 18, 1859 – October 5, 1940) was a United States cattle rancher, industrialist and politician for the Territory of Hawaii. McCandless served in the United States Congress as a territorial delegate. A former member of the Hawaii Republican Party, McCandless was one of the earliest leaders of the Hawaii Democratic Party.",TRUE,FALSE,ICE,,
568,FP_new,Liu_Yunfeng,birthDate,1979-08-03,,"Liu Yunfeng (simplified Chinese: 刘云峰; traditional Chinese: 劉云峰; pinyin: Liú Yúnfēng; born August 3, 1979 in Suihua, Heilongjiang) is a male Chinese race walker. In 2001 he received a two-year suspension for doping.",TRUE,TRUE,,,
569,FP_new,Liu_Yunfeng,birthYear,1979,,"Liu Yunfeng (simplified Chinese: 刘云峰; traditional Chinese: 劉云峰; pinyin: Liú Yúnfēng; born August 3, 1979 in Suihua, Heilongjiang) is a male Chinese race walker. In 2001 he received a two-year suspension for doping.",TRUE,TRUE,,,
1836,FN,Lloyd_Crouse,birthName,,Lloyd Roseville Crouse,"Lloyd Roseville Crouse PC ONS (November 19, 1918 – April 28, 2007) was a Canadian businessman, politician and the 28th Lieutenant Governor of Nova Scotia.",TRUE,TRUE,,,
479,FN,Lor_Tok,birthName,,Sawong Supsamruay,"Lor Tok (Thai: ล้อต๊อก, real name Sawong Supsamruay Thai: สวง ทรัพย์สำรวย, April 1, 1914 – April 29, 2002) was a Thai comedian and actor. He was named a Thailand National Artist for performing arts in 1995. With an acting career that stretched from the 1930s into the 1980s, Lor Tok had roles in more than 1,000 films, among them Ngern, Ngern, Ngern (Money, Money, Money, 1983 version), for which he received an award for best actor at the Thailand National Film Association Awards.",TRUE,TRUE,,,
887,FP_new,Loras_Thomas_Lane,birthName,Loras Thomas Lane,,"Loras Thomas Lane (October 19, 1910 – July 22, 1968), was an American prelate of the Roman Catholic Church. He served as an auxiliary bishop of the Archdiocese of Dubuque in Iowa from 1951 to 1956 and as bishop of the Diocese of Rockford in Illinois from 1956 until his death in 1968.",TRUE,TRUE,,,
484,FP_new,Lorenzo_Camerano,birthDate,1856-04-09,,"Lorenzo Camerano (9 April 1856 Biella – 22 November 1917 Turin) was an Italian herpetologist and entomologist. Born in Biella in 1856 he studied in Bologna and Torino, where he settled in order to take, between 1871 and 1873, a painting course held by Fontanesi at the local Art Academy.Camerano worked as a painter for the Turin Zoology Museum, then directed by the great zoologist Michele Lessona.Fascinated by the strong personality of Lessona, he started a natural sciences course at the local university and graduated in 1878.After having held several positions as assistant he became professor in 1880 and attained a permanent tenure in Cagliari University.A little later he went back to Turin where he was assigned the chair of comparative anatomy, that he held till 1915.Camerano also was cha",TRUE,TRUE,,,
